"","Frequency","File.Size","Record.Size","Num.Threads","Test","disnumcomp","disname"
"3039948",1.2,4096,4,40,"re-readers","2","lnormcomp"
"3040145",1.2,4096,4,48,"initial_writers","2","normcomp"
"3040146",1.2,4096,4,48,"rewriters","2","lnormcomp"
"3040147",1.2,4096,4,48,"readers","2","lnormcomp"
"3040148",1.2,4096,4,48,"re-readers","2","gammacomp"
"3040345",1.2,4096,4,56,"initial_writers","2","normcomp"
"3040346",1.2,4096,4,56,"rewriters","2","normcomp"
"3040347",1.2,4096,4,56,"readers","2","gammacomp"
"3040348",1.2,4096,4,56,"re-readers","2","lnormcomp"
"3040545",1.2,4096,4,64,"initial_writers","2","normcomp"
"3040546",1.2,4096,4,64,"rewriters","2","normcomp"
"3040547",1.2,4096,4,64,"readers","2","gammacomp"
"3040548",1.2,4096,4,64,"re-readers","2","lnormcomp"
"3040745",1.2,4096,16,1,"initial_writers","3","lnormcomp"
"3040746",1.2,4096,16,1,"rewriters","4","normcomp"
"3040747",1.2,4096,16,1,"readers","5","normcomp"
"3040748",1.2,4096,16,1,"re-readers","5","lnormcomp"
"3040945",1.2,4096,16,8,"initial_writers","2","lnormcomp"
"3040946",1.2,4096,16,8,"rewriters","3","normcomp"
"3040947",1.2,4096,16,8,"readers","2","lnormcomp"
"3040948",1.2,4096,16,8,"re-readers","2","lnormcomp"
"3041145",1.2,4096,16,16,"initial_writers","2","lnormcomp"
"3041146",1.2,4096,16,16,"rewriters","4","normcomp"
"3041147",1.2,4096,16,16,"readers","2","lnormcomp"
"3041148",1.2,4096,16,16,"re-readers","2","normcomp"
"3041345",1.2,4096,16,24,"initial_writers","2","lnormcomp"
"3041346",1.2,4096,16,24,"rewriters","2","normcomp"
"3041347",1.2,4096,16,24,"readers","2","lnormcomp"
"3041348",1.2,4096,16,24,"re-readers","2","lnormcomp"
"3041545",1.2,4096,16,32,"initial_writers","2","lnormcomp"
"3041546",1.2,4096,16,32,"rewriters","2","normcomp"
"3041547",1.2,4096,16,32,"readers","2","lnormcomp"
"3041548",1.2,4096,16,32,"re-readers","2","lnormcomp"
"3041745",1.2,4096,16,40,"initial_writers","2","normcomp"
"3041746",1.2,4096,16,40,"rewriters","2","lnormcomp"
"3041747",1.2,4096,16,40,"readers","2","lnormcomp"
"3041748",1.2,4096,16,40,"re-readers","2","lnormcomp"
"3041945",1.2,4096,16,48,"initial_writers","2","normcomp"
"3041946",1.2,4096,16,48,"rewriters","2","lnormcomp"
"3041947",1.2,4096,16,48,"readers","2","gammacomp"
"3041948",1.2,4096,16,48,"re-readers","2","lnormcomp"
"3042145",1.2,4096,16,56,"initial_writers","2","normcomp"
"3042146",1.2,4096,16,56,"rewriters","2","normcomp"
"3042147",1.2,4096,16,56,"readers","2","gammacomp"
"3042148",1.2,4096,16,56,"re-readers","2","lnormcomp"
"3042345",1.2,4096,16,64,"initial_writers","2","normcomp"
"3042346",1.2,4096,16,64,"rewriters","2","normcomp"
"3042347",1.2,4096,16,64,"readers","2","lnormcomp"
"3042348",1.2,4096,16,64,"re-readers","2","normcomp"
"3042545",1.2,4096,64,1,"initial_writers","2","lnormcomp"
"3042546",1.2,4096,64,1,"rewriters","5","lnormcomp"
"3042547",1.2,4096,64,1,"readers","3","lnormcomp"
"3042548",1.2,4096,64,1,"re-readers","5","normcomp"
"3042745",1.2,4096,64,8,"initial_writers","2","lnormcomp"
"3042746",1.2,4096,64,8,"rewriters","3","lnormcomp"
"3042747",1.2,4096,64,8,"readers","2","lnormcomp"
"3042748",1.2,4096,64,8,"re-readers","2","lnormcomp"
"3042945",1.2,4096,64,16,"initial_writers","2","normcomp"
"3042946",1.2,4096,64,16,"rewriters","3","normcomp"
"3042947",1.2,4096,64,16,"readers","2","lnormcomp"
"3042948",1.2,4096,64,16,"re-readers","2","lnormcomp"
"3043145",1.2,4096,64,24,"initial_writers","2","lnormcomp"
"3043146",1.2,4096,64,24,"rewriters","2","normcomp"
"3043147",1.2,4096,64,24,"readers","2","lnormcomp"
"3043148",1.2,4096,64,24,"re-readers","2","lnormcomp"
"3043345",1.2,4096,64,32,"initial_writers","2","normcomp"
"3043346",1.2,4096,64,32,"rewriters","2","normcomp"
"3043347",1.2,4096,64,32,"readers","2","lnormcomp"
"3043348",1.2,4096,64,32,"re-readers","2","lnormcomp"
"3043545",1.2,4096,64,40,"initial_writers","2","normcomp"
"3043546",1.2,4096,64,40,"rewriters","2","normcomp"
"3043547",1.2,4096,64,40,"readers","2","gammacomp"
"3043548",1.2,4096,64,40,"re-readers","2","lnormcomp"
"3043745",1.2,4096,64,48,"initial_writers","2","lnormcomp"
"3043746",1.2,4096,64,48,"rewriters","2","lnormcomp"
"3043747",1.2,4096,64,48,"readers","2","lnormcomp"
"3043748",1.2,4096,64,48,"re-readers","2","lnormcomp"
"3043945",1.2,4096,64,56,"initial_writers","2","normcomp"
"3043946",1.2,4096,64,56,"rewriters","2","normcomp"
"3043947",1.2,4096,64,56,"readers","2","lnormcomp"
"3043948",1.2,4096,64,56,"re-readers","2","lnormcomp"
"3044145",1.2,4096,64,64,"initial_writers","2","weibullcomp"
"3044146",1.2,4096,64,64,"rewriters","2","lnormcomp"
"3044147",1.2,4096,64,64,"readers","2","lnormcomp"
"3044148",1.2,4096,64,64,"re-readers","2","lnormcomp"
"3044345",1.2,4096,256,1,"initial_writers","4","lnormcomp"
"3044346",1.2,4096,256,1,"rewriters","5","normcomp"
"3044347",1.2,4096,256,1,"readers","5","normcomp"
"3044348",1.2,4096,256,1,"re-readers","3","lnormcomp"
"3044545",1.2,4096,256,8,"initial_writers","2","normcomp"
"3044546",1.2,4096,256,8,"rewriters","3","normcomp"
"3044547",1.2,4096,256,8,"readers","2","gammacomp"
"3044548",1.2,4096,256,8,"re-readers","2","normcomp"
"3044745",1.2,4096,256,16,"initial_writers","2","normcomp"
"3044746",1.2,4096,256,16,"rewriters","2","normcomp"
"3044747",1.2,4096,256,16,"readers","2","lnormcomp"
"3044748",1.2,4096,256,16,"re-readers","3","lnormcomp"
"3044945",1.2,4096,256,24,"initial_writers","2","normcomp"
"3044946",1.2,4096,256,24,"rewriters","2","normcomp"
"3044947",1.2,4096,256,24,"readers","2","normcomp"
"3044948",1.2,4096,256,24,"re-readers","2","lnormcomp"
"3045145",1.2,4096,256,32,"initial_writers","2","normcomp"
"3045146",1.2,4096,256,32,"rewriters","2","normcomp"
"3045147",1.2,4096,256,32,"readers","2","lnormcomp"
"3045148",1.2,4096,256,32,"re-readers","2","lnormcomp"
"3045345",1.2,4096,256,40,"initial_writers","2","normcomp"
"3045346",1.2,4096,256,40,"rewriters","2","normcomp"
"3045347",1.2,4096,256,40,"readers","2","lnormcomp"
"3045348",1.2,4096,256,40,"re-readers","2","gammacomp"
"3045545",1.2,4096,256,48,"initial_writers","2","normcomp"
"3045546",1.2,4096,256,48,"rewriters","2","gammacomp"
"3045547",1.2,4096,256,48,"readers","2","normcomp"
"3045548",1.2,4096,256,48,"re-readers","2","lnormcomp"
"3045745",1.2,4096,256,56,"initial_writers","2","weibullcomp"
"3045746",1.2,4096,256,56,"rewriters","2","normcomp"
"3045747",1.2,4096,256,56,"readers","2","lnormcomp"
"3045748",1.2,4096,256,56,"re-readers","2","gammacomp"
"3045945",1.2,4096,256,64,"initial_writers","2","normcomp"
"3045946",1.2,4096,256,64,"rewriters","2","normcomp"
"3045947",1.2,4096,256,64,"readers","2","lnormcomp"
"3045948",1.2,4096,256,64,"re-readers","2","lnormcomp"
"3046145",1.2,4096,1024,1,"initial_writers","2","normcomp"
"3046146",1.2,4096,1024,1,"rewriters","4","normcomp"
"3046147",1.2,4096,1024,1,"readers","5","lnormcomp"
"3046148",1.2,4096,1024,1,"re-readers","3","lnormcomp"
"3046345",1.2,4096,1024,8,"initial_writers","2","lnormcomp"
"3046346",1.2,4096,1024,8,"rewriters","2","normcomp"
"3046347",1.2,4096,1024,8,"readers","2","gammacomp"
"3046348",1.2,4096,1024,8,"re-readers","2","weibullcomp"
"3046545",1.2,4096,1024,16,"initial_writers","2","normcomp"
"3046546",1.2,4096,1024,16,"rewriters","3","lnormcomp"
"3046547",1.2,4096,1024,16,"readers","2","normcomp"
"3046548",1.2,4096,1024,16,"re-readers","2","normcomp"
"3046745",1.2,4096,1024,24,"initial_writers","2","normcomp"
"3046746",1.2,4096,1024,24,"rewriters","3","normcomp"
"3046747",1.2,4096,1024,24,"readers","2","normcomp"
"3046748",1.2,4096,1024,24,"re-readers","2","normcomp"
"3046945",1.2,4096,1024,32,"initial_writers","2","normcomp"
"3046946",1.2,4096,1024,32,"rewriters","3","normcomp"
"3046947",1.2,4096,1024,32,"readers","2","normcomp"
"3046948",1.2,4096,1024,32,"re-readers","2","normcomp"
"3047145",1.2,4096,1024,40,"initial_writers","2","normcomp"
"3047146",1.2,4096,1024,40,"rewriters","2","weibullcomp"
"3047147",1.2,4096,1024,40,"readers","2","lnormcomp"
"3047148",1.2,4096,1024,40,"re-readers","2","lnormcomp"
"3047345",1.2,4096,1024,48,"initial_writers","2","normcomp"
"3047346",1.2,4096,1024,48,"rewriters","3","lnormcomp"
"3047347",1.2,4096,1024,48,"readers","2","lnormcomp"
"3047348",1.2,4096,1024,48,"re-readers","2","lnormcomp"
"3047545",1.2,4096,1024,56,"initial_writers","2","normcomp"
"3047546",1.2,4096,1024,56,"rewriters","2","weibullcomp"
"3047547",1.2,4096,1024,56,"readers","2","lnormcomp"
"3047548",1.2,4096,1024,56,"re-readers","2","lnormcomp"
"3047745",1.2,4096,1024,64,"initial_writers","2","lnormcomp"
"3047746",1.2,4096,1024,64,"rewriters","2","normcomp"
"3047747",1.2,4096,1024,64,"readers","2","lnormcomp"
"3047748",1.2,4096,1024,64,"re-readers","2","lnormcomp"
"3047945",1.2,4096,4096,1,"initial_writers","2","normcomp"
"3047946",1.2,4096,4096,1,"rewriters","5","lnormcomp"
"3047947",1.2,4096,4096,1,"readers","4","normcomp"
"3047948",1.2,4096,4096,1,"re-readers","4","normcomp"
"3048145",1.2,4096,4096,8,"initial_writers","4","lnormcomp"
"3048146",1.2,4096,4096,8,"rewriters","5","normcomp"
"3048147",1.2,4096,4096,8,"readers","2","lnormcomp"
"3048148",1.2,4096,4096,8,"re-readers","2","lnormcomp"
"3048345",1.2,4096,4096,16,"initial_writers","3","normcomp"
"3048346",1.2,4096,4096,16,"rewriters","4","normcomp"
"3048347",1.2,4096,4096,16,"readers","2","lnormcomp"
"3048348",1.2,4096,4096,16,"re-readers","2","lnormcomp"
"3048545",1.2,4096,4096,24,"initial_writers","2","lnormcomp"
"3048546",1.2,4096,4096,24,"rewriters","3","lnormcomp"
"3048547",1.2,4096,4096,24,"readers","3","normcomp"
"3048548",1.2,4096,4096,24,"re-readers","2","gammacomp"
"3048745",1.2,4096,4096,32,"initial_writers","2","normcomp"
"3048746",1.2,4096,4096,32,"rewriters","3","lnormcomp"
"3048747",1.2,4096,4096,32,"readers","3","lnormcomp"
"3048748",1.2,4096,4096,32,"re-readers","2","lnormcomp"
"3048945",1.2,4096,4096,40,"initial_writers","4","normcomp"
"3048946",1.2,4096,4096,40,"rewriters","4","lnormcomp"
"3048947",1.2,4096,4096,40,"readers","3","lnormcomp"
"3048948",1.2,4096,4096,40,"re-readers","3","lnormcomp"
"3049145",1.2,4096,4096,48,"initial_writers","2","normcomp"
"3049146",1.2,4096,4096,48,"rewriters","3","lnormcomp"
"3049147",1.2,4096,4096,48,"readers","3","lnormcomp"
"3049148",1.2,4096,4096,48,"re-readers","2","lnormcomp"
"3049345",1.2,4096,4096,56,"initial_writers","3","normcomp"
"3049346",1.2,4096,4096,56,"rewriters","3","normcomp"
"3049347",1.2,4096,4096,56,"readers","3","lnormcomp"
"3049348",1.2,4096,4096,56,"re-readers","2","lnormcomp"
"3049545",1.2,4096,4096,64,"initial_writers","2","lnormcomp"
"3049546",1.2,4096,4096,64,"rewriters","3","lnormcomp"
"3049547",1.2,4096,4096,64,"readers","3","normcomp"
"3049548",1.2,4096,4096,64,"re-readers","3","lnormcomp"
"3049745",1.2,8192,4,1,"initial_writers","5","normcomp"
"3049746",1.2,8192,4,1,"rewriters","5","normcomp"
"3049747",1.2,8192,4,1,"readers","5","lnormcomp"
"3049748",1.2,8192,4,1,"re-readers","3","normcomp"
"3049945",1.2,8192,4,8,"initial_writers","2","lnormcomp"
"3049946",1.2,8192,4,8,"rewriters","2","lnormcomp"
"3049947",1.2,8192,4,8,"readers","2","lnormcomp"
"3049948",1.2,8192,4,8,"re-readers","2","normcomp"
"3050145",1.2,8192,4,16,"initial_writers","2","lnormcomp"
"3050146",1.2,8192,4,16,"rewriters","2","normcomp"
"3050147",1.2,8192,4,16,"readers","2","lnormcomp"
"3050148",1.2,8192,4,16,"re-readers","2","lnormcomp"
"3050345",1.2,8192,4,24,"initial_writers","2","normcomp"
"3050346",1.2,8192,4,24,"rewriters","2","lnormcomp"
"3050347",1.2,8192,4,24,"readers","2","lnormcomp"
"3050348",1.2,8192,4,24,"re-readers","2","lnormcomp"
"3050545",1.2,8192,4,32,"initial_writers","2","normcomp"
"3050546",1.2,8192,4,32,"rewriters","2","normcomp"
"3050547",1.2,8192,4,32,"readers","2","lnormcomp"
"3050548",1.2,8192,4,32,"re-readers","2","lnormcomp"
"3050745",1.2,8192,4,40,"initial_writers","2","normcomp"
"3050746",1.2,8192,4,40,"rewriters","2","normcomp"
"3050747",1.2,8192,4,40,"readers","2","lnormcomp"
"3050748",1.2,8192,4,40,"re-readers","2","lnormcomp"
"3050945",1.2,8192,4,48,"initial_writers","2","normcomp"
"3050946",1.2,8192,4,48,"rewriters","2","lnormcomp"
"3050947",1.2,8192,4,48,"readers","2","lnormcomp"
"3050948",1.2,8192,4,48,"re-readers","2","lnormcomp"
"3051145",1.2,8192,4,56,"initial_writers","2","normcomp"
"3051146",1.2,8192,4,56,"rewriters","2","lnormcomp"
"3051147",1.2,8192,4,56,"readers","3","lnormcomp"
"3051148",1.2,8192,4,56,"re-readers","2","lnormcomp"
"3051345",1.2,8192,4,64,"initial_writers","2","normcomp"
"3051346",1.2,8192,4,64,"rewriters","2","lnormcomp"
"3051347",1.2,8192,4,64,"readers","3","lnormcomp"
"3051348",1.2,8192,4,64,"re-readers","2","lnormcomp"
"3051545",1.2,8192,16,1,"initial_writers","5","normcomp"
"3051546",1.2,8192,16,1,"rewriters","4","lnormcomp"
"3051547",1.2,8192,16,1,"readers","5","normcomp"
"3051548",1.2,8192,16,1,"re-readers","2","lnormcomp"
"3051745",1.2,8192,16,8,"initial_writers","2","lnormcomp"
"3051746",1.2,8192,16,8,"rewriters","2","lnormcomp"
"3051747",1.2,8192,16,8,"readers","2","normcomp"
"3051748",1.2,8192,16,8,"re-readers","2","normcomp"
"3051945",1.2,8192,16,16,"initial_writers","2","normcomp"
"3051946",1.2,8192,16,16,"rewriters","2","lnormcomp"
"3051947",1.2,8192,16,16,"readers","3","lnormcomp"
"3051948",1.2,8192,16,16,"re-readers","2","lnormcomp"
"3052145",1.2,8192,16,24,"initial_writers","2","normcomp"
"3052146",1.2,8192,16,24,"rewriters","2","normcomp"
"3052147",1.2,8192,16,24,"readers","2","lnormcomp"
"3052148",1.2,8192,16,24,"re-readers","2","normcomp"
"3052345",1.2,8192,16,32,"initial_writers","2","normcomp"
"3052346",1.2,8192,16,32,"rewriters","2","normcomp"
"3052347",1.2,8192,16,32,"readers","2","lnormcomp"
"3052348",1.2,8192,16,32,"re-readers","2","lnormcomp"
"3052545",1.2,8192,16,40,"initial_writers","2","normcomp"
"3052546",1.2,8192,16,40,"rewriters","2","normcomp"
"3052547",1.2,8192,16,40,"readers","2","gammacomp"
"3052548",1.2,8192,16,40,"re-readers","2","lnormcomp"
"3052745",1.2,8192,16,48,"initial_writers","2","normcomp"
"3052746",1.2,8192,16,48,"rewriters","2","lnormcomp"
"3052747",1.2,8192,16,48,"readers","2","lnormcomp"
"3052748",1.2,8192,16,48,"re-readers","2","lnormcomp"
"3052945",1.2,8192,16,56,"initial_writers","2","normcomp"
"3052946",1.2,8192,16,56,"rewriters","2","lnormcomp"
"3052947",1.2,8192,16,56,"readers","2","lnormcomp"
"3052948",1.2,8192,16,56,"re-readers","2","lnormcomp"
"3053145",1.2,8192,16,64,"initial_writers","2","normcomp"
"3053146",1.2,8192,16,64,"rewriters","2","lnormcomp"
"3053147",1.2,8192,16,64,"readers","2","lnormcomp"
"3053148",1.2,8192,16,64,"re-readers","2","lnormcomp"
"3053345",1.2,8192,64,1,"initial_writers","3","lnormcomp"
"3053346",1.2,8192,64,1,"rewriters","5","normcomp"
"3053347",1.2,8192,64,1,"readers","5","normcomp"
"3053348",1.2,8192,64,1,"re-readers","2","lnormcomp"
"3053545",1.2,8192,64,8,"initial_writers","2","lnormcomp"
"3053546",1.2,8192,64,8,"rewriters","2","lnormcomp"
"3053547",1.2,8192,64,8,"readers","2","normcomp"
"3053548",1.2,8192,64,8,"re-readers","2","normcomp"
"3053745",1.2,8192,64,16,"initial_writers","2","normcomp"
"3053746",1.2,8192,64,16,"rewriters","2","lnormcomp"
"3053747",1.2,8192,64,16,"readers","2","lnormcomp"
"3053748",1.2,8192,64,16,"re-readers","2","lnormcomp"
"3053945",1.2,8192,64,24,"initial_writers","2","normcomp"
"3053946",1.2,8192,64,24,"rewriters","2","normcomp"
"3053947",1.2,8192,64,24,"readers","2","normcomp"
"3053948",1.2,8192,64,24,"re-readers","2","lnormcomp"
"3054145",1.2,8192,64,32,"initial_writers","2","normcomp"
"3054146",1.2,8192,64,32,"rewriters","2","normcomp"
"3054147",1.2,8192,64,32,"readers","2","gammacomp"
"3054148",1.2,8192,64,32,"re-readers","2","lnormcomp"
"3054345",1.2,8192,64,40,"initial_writers","2","normcomp"
"3054346",1.2,8192,64,40,"rewriters","2","normcomp"
"3054347",1.2,8192,64,40,"readers","2","gammacomp"
"3054348",1.2,8192,64,40,"re-readers","2","normcomp"
"3054545",1.2,8192,64,48,"initial_writers","2","normcomp"
"3054546",1.2,8192,64,48,"rewriters","2","normcomp"
"3054547",1.2,8192,64,48,"readers","2","lnormcomp"
"3054548",1.2,8192,64,48,"re-readers","2","lnormcomp"
"3054745",1.2,8192,64,56,"initial_writers","2","normcomp"
"3054746",1.2,8192,64,56,"rewriters","2","lnormcomp"
"3054747",1.2,8192,64,56,"readers","3","normcomp"
"3054748",1.2,8192,64,56,"re-readers","2","lnormcomp"
"3054945",1.2,8192,64,64,"initial_writers","2","lnormcomp"
"3054946",1.2,8192,64,64,"rewriters","2","normcomp"
"3054947",1.2,8192,64,64,"readers","2","gammacomp"
"3054948",1.2,8192,64,64,"re-readers","2","gammacomp"
"3055145",1.2,8192,256,1,"initial_writers","2","normcomp"
"3055146",1.2,8192,256,1,"rewriters","5","normcomp"
"3055147",1.2,8192,256,1,"readers","5","normcomp"
"3055148",1.2,8192,256,1,"re-readers","5","normcomp"
"3055345",1.2,8192,256,8,"initial_writers","2","lnormcomp"
"3055346",1.2,8192,256,8,"rewriters","3","lnormcomp"
"3055347",1.2,8192,256,8,"readers","2","normcomp"
"3055348",1.2,8192,256,8,"re-readers","2","lnormcomp"
"3055545",1.2,8192,256,16,"initial_writers","2","lnormcomp"
"3055546",1.2,8192,256,16,"rewriters","2","lnormcomp"
"3055547",1.2,8192,256,16,"readers","2","lnormcomp"
"3055548",1.2,8192,256,16,"re-readers","2","lnormcomp"
"3055745",1.2,8192,256,24,"initial_writers","2","normcomp"
"3055746",1.2,8192,256,24,"rewriters","2","normcomp"
"3055747",1.2,8192,256,24,"readers","2","lnormcomp"
"3055748",1.2,8192,256,24,"re-readers","2","normcomp"
"3055945",1.2,8192,256,32,"initial_writers","2","weibullcomp"
"3055946",1.2,8192,256,32,"rewriters","2","normcomp"
"3055947",1.2,8192,256,32,"readers","2","gammacomp"
"3055948",1.2,8192,256,32,"re-readers","2","gammacomp"
"3056145",1.2,8192,256,40,"initial_writers","2","normcomp"
"3056146",1.2,8192,256,40,"rewriters","2","normcomp"
"3056147",1.2,8192,256,40,"readers","2","lnormcomp"
"3056148",1.2,8192,256,40,"re-readers","2","lnormcomp"
"3056345",1.2,8192,256,48,"initial_writers","2","normcomp"
"3056346",1.2,8192,256,48,"rewriters","2","normcomp"
"3056347",1.2,8192,256,48,"readers","2","lnormcomp"
"3056348",1.2,8192,256,48,"re-readers","2","normcomp"
"3056545",1.2,8192,256,56,"initial_writers","2","lnormcomp"
"3056546",1.2,8192,256,56,"rewriters","2","lnormcomp"
"3056547",1.2,8192,256,56,"readers","2","lnormcomp"
"3056548",1.2,8192,256,56,"re-readers","2","lnormcomp"
"3056745",1.2,8192,256,64,"initial_writers","2","normcomp"
"3056746",1.2,8192,256,64,"rewriters","2","lnormcomp"
"3056747",1.2,8192,256,64,"readers","2","lnormcomp"
"3056748",1.2,8192,256,64,"re-readers","2","lnormcomp"
"3056945",1.2,8192,1024,1,"initial_writers","2","normcomp"
"3056946",1.2,8192,1024,1,"rewriters","5","normcomp"
"3056947",1.2,8192,1024,1,"readers","5","normcomp"
"3056948",1.2,8192,1024,1,"re-readers","4","normcomp"
"3057145",1.2,8192,1024,8,"initial_writers","2","normcomp"
"3057146",1.2,8192,1024,8,"rewriters","2","lnormcomp"
"3057147",1.2,8192,1024,8,"readers","2","normcomp"
"3057148",1.2,8192,1024,8,"re-readers","2","lnormcomp"
"3057345",1.2,8192,1024,16,"initial_writers","2","normcomp"
"3057346",1.2,8192,1024,16,"rewriters","2","lnormcomp"
"3057347",1.2,8192,1024,16,"readers","2","gammacomp"
"3057348",1.2,8192,1024,16,"re-readers","2","normcomp"
"3057545",1.2,8192,1024,24,"initial_writers","2","normcomp"
"3057546",1.2,8192,1024,24,"rewriters","2","normcomp"
"3057547",1.2,8192,1024,24,"readers","2","gammacomp"
"3057548",1.2,8192,1024,24,"re-readers","3","normcomp"
"3057745",1.2,8192,1024,32,"initial_writers","2","normcomp"
"3057746",1.2,8192,1024,32,"rewriters","2","normcomp"
"3057747",1.2,8192,1024,32,"readers","2","gammacomp"
"3057748",1.2,8192,1024,32,"re-readers","2","lnormcomp"
"3057945",1.2,8192,1024,40,"initial_writers","2","lnormcomp"
"3057946",1.2,8192,1024,40,"rewriters","2","lnormcomp"
"3057947",1.2,8192,1024,40,"readers","2","normcomp"
"3057948",1.2,8192,1024,40,"re-readers","2","gammacomp"
"3058145",1.2,8192,1024,48,"initial_writers","2","lnormcomp"
"3058146",1.2,8192,1024,48,"rewriters","2","normcomp"
"3058147",1.2,8192,1024,48,"readers","2","normcomp"
"3058148",1.2,8192,1024,48,"re-readers","2","gammacomp"
"3058345",1.2,8192,1024,56,"initial_writers","2","lnormcomp"
"3058346",1.2,8192,1024,56,"rewriters","2","normcomp"
